,x_coord,y_coord
Trading Yesterday,-17.0417542149,3.15272168383
Traff!c,11.2667310383,4.74864030848
Travis,15.2883845101,-22.4195977294
Tricky,-14.583793003,-7.78854671213
Turin Brakes,-8.896458818,-16.919067935
Turisas,-11.1703771138,-18.177559491
Tycho,-8.39421786056,3.30561141737
Type O Negative,-16.1752799576,-16.5361249185
U2,-22.5597760457,-15.4545134802
UFO,-19.3041065949,12.3370913915
UGK,-2.75682492592,6.6948075775
UNKLE,14.9022976581,6.33822293699
UVERworld,15.1137470494,-22.6998799777
Uffie,1.17156688039,2.63183847033
Ultravox,11.2603584526,-7.42775826174
Underoath,-16.6375361835,-8.28767282935
Underworld,1.35584485291,-1.71091029853
Unheilig,-4.98918661733,19.494540064
Unknown,-1.85529313922,13.5613022497
Unter Null,4.3444622309,-8.66202620687
Usher,-2.98448453835,10.7749881672
VAST,12.4976094326,6.01787429947
VNV Nation,7.28662594633,-16.8000534667
VV Brown,-9.1114229518,12.4043614212
Vampire Weekend,7.7510083576,6.84523903902
Vanessa Carlton,15.28838403,-22.4196040324
Venetian Snares,-1.45387377706,-2.78859228419
Venom,-20.383467393,-9.05794230383
VersaEmerge,14.3470226827,7.27614824341
Vibrasphere,-6.05882159226,5.66997146557
Vicious Rumors,-14.4995135428,-17.6428222353
Viper,-1.87106021374,-14.5947284407
Visage,10.778498212,-7.058106484
Vitalic,-1.35744736627,-5.64543601038
Vive la Fête,-4.57027201087,-15.2093340431
Wagon Christ,-7.67766313486,1.00046422159
Wale,-10.878805895,-17.681577334
Wanessa,-4.61057859083,16.2568487527
Warbringer,-20.3834673438,-9.05794228897
Warren Suicide,-4.56044361467,-15.1940435326
Wasted Land,14.5264320828,-22.2289978749
Watchtower,-8.50015024781,-20.7117993953
We Are the Fallen,-17.2826591411,0.544722779497
Weezer,12.0831438872,4.27102621276
Welle:Erdball,-4.32694594608,-3.4386804033
Wes Montgomery,15.9194505045,-3.64601786267
West End Girls,-6.23812496939,19.9941098703
Wham!,6.0058549719,-2.72123683181
White Lies,14.1653288796,5.77351622223
Whitney Houston,-5.1634137541,16.9251234482
Why?,-3.08351884455,6.05391553705
Wilco,-6.4520496977,-13.1502082294
Will Smith,-2.14575957873,7.33791925297
Wings,-19.3041066495,12.3370913003
Wintersun,-0.75048626055,-13.9406463848
Wir sind Helden,0.801234329772,13.1161084273
Wisp,-8.44758960032,3.18927535152
Within Temptation,16.0979546844,-21.0028403526
Wolf Parade,7.71432367228,6.81642458207
Wolfgang Amadeus Mozart,18.4841239612,0.455483264516
Wolves in the Throne Room,19.6242918726,-3.95918156737
Worm Is Green,-11.2580403972,-16.9257911238
Wu-Tang Clan,-6.092354265,-24.5288595275
Wynardtage,3.10325298154,-13.3852576249
X-Fusion,5.95411509133,-14.8811158057
XP8,6.82040535609,-17.9452446777
Xandria,-20.6448032873,-16.6027319379
Xzibit,-1.98876996135,6.41385039808
Yann Tiersen,17.3351422069,0.483434160856
Yanni,-9.47839342377,5.80923013299
Yazoo,11.0171691135,-7.2689062685
Yeah Yeah Yeahs,-4.93134220499,-18.2757047664
Yeasayer,-9.81784127029,-4.38044161801
Yelle,-1.82283252024,-6.43910371508
Yes,-13.178021521,-12.6893178195
Yiruma,18.4952971821,0.471095433378
Ylid,-8.15167174368,3.27111800794
Z Prochek,6.86057760076,-17.9560483522
ZAZ,-5.36775092884,14.2928261693
Zero 7,-14.5824892104,-7.77859283062
Zombie Ghost Train,-17.5876673358,-12.5021721182
Zombie Girl,6.41982306732,-16.8533546653
Zomby,2.18095992558,3.8292381604
Zu,-11.5393148192,-20.4607128695
[:SITD:],4.56175726112,-10.7477775269
[unknown],-9.23709110651,-18.0336889167
a-ha,11.6947336416,-9.46557129745
blink-182,-13.869700599,-10.0119596134
cLOUDDEAD,19.6242918529,-3.95918157018
carla morrison,4.15623342488,12.7603546051
cut.rate.box,6.79854102172,-16.2883624291
happysad,-19.23205015,1.24055270008
iamerror,-10.413905365,-18.1783871401
le bowl,-14.3472975824,-19.2717862315
mind.in.a.box,-4.32694594664,-3.4386803939
of Montreal,7.71424757119,6.81644108867
stereomotion,3.79399838479,-12.6992147939
strom noir,-9.43797893086,4.75990634069
t.A.T.u.,-0.877722765933,16.3228198473
will.i.am,-2.14258762131,7.64796329348
www.DjFahad.com,15.2835696738,-22.4516738064
xotox,4.2628878575,-8.90057731869
yelworC,5.52049475469,-14.9079368657
µ-Ziq,-8.19491155039,2.87456947998
Đorđe Balašević,2.18396433605,3.67860524459
Άννα Βισση,0.0721675026574,13.6735976055
Μιχάλης Χατζηγιάννης,-9.31116487147,-17.7570781499
БиС,-3.42075418074,22.0448261481
Борис Апрель,2.20934789848,9.78871645946
Бумбокс,-2.80701861913,5.89052838585
Вера Брежнева,-3.42075399641,22.044826578
Дантес&Олейник,3.22238379954,9.04390958986
Дима Билан,-3.4207541649,22.0448262405
Линда,-3.42075410996,22.0448262305
Михей и Джуманджи,-12.2083571058,-22.2945590407
Танцы Минус,-23.4105536219,-15.6926385342
יוני בלוך,-9.98980277076,-17.6608158376
ギルガメッシュ,-14.7440689575,-15.6184195911
ムック,-14.9445454019,-14.7368990996
モンゴル800,15.9980665159,-21.5894454092
中島美嘉,15.1745555175,-21.2765366927
倖田來未,-11.6904772496,-12.8592166809
増田俊郎,15.8516678216,0.247885250142
宇多田ヒカル,15.6589123999,-21.6514798427
山下智久,14.7905228176,-21.9409676587
浜崎あゆみ,-11.7208160276,-12.8365473708
清春,-15.2596885196,-14.1947971262
菅野よう子,15.7712381867,-3.01035946425
雅-MIYAVI-,16.2388060259,-21.4019058626
